07/11-12:17:23.283262 ,1,368,6,"ICMP PING BSDtype",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,1
07/11-12:17:23.283262 ,1,366,7,"ICMP PING *NIX",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,1
07/11-12:17:23.283262 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,1
07/11-12:17:23.283262 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,1
07/11-12:17:23.294663 ,1,408,5,"ICMP Echo Reply",ICMP,192.168.137.180,,192.168.137.170,,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x62,,,,,,64,0,35768,84,86016,0,0,8053,1
07/11-12:17:23.383868 ,1,368,6,"ICMP PING BSDtype",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,2
07/11-12:17:23.383868 ,1,366,7,"ICMP PING *NIX",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,2
07/11-12:17:23.383868 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,2
07/11-12:17:23.383868 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,2
07/11-12:17:23.393250 ,1,408,5,"ICMP Echo Reply",ICMP,192.168.137.180,,192.168.137.170,,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x62,,,,,,64,0,35769,84,86016,0,0,8053,2
07/11-12:17:23.484690 ,1,368,6,"ICMP PING BSDtype",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,3
07/11-12:17:23.484690 ,1,366,7,"ICMP PING *NIX",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,3
07/11-12:17:23.484690 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,3
07/11-12:17:23.484690 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x62,,,,,,64,0,0,84,86016,8,0,8053,3
07/11-12:17:23.493083 ,1,408,5,"ICMP Echo Reply",ICMP,192.168.137.180,,192.168.137.170,,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x62,,,,,,64,0,35770,84,86016,0,0,8053,3
