07/11-12:09:40.774165 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2933,60,61440,8,0,7645,1
07/11-12:09:40.774165 ,1,385,4,"ICMP traceroute",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2933,60,61440,8,0,7645,1
07/11-12:09:40.774165 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2933,60,61440,8,0,7645,1
07/11-12:09:40.775910 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2934,60,61440,8,0,7645,2
07/11-12:09:40.775910 ,1,385,4,"ICMP traceroute",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2934,60,61440,8,0,7645,2
07/11-12:09:40.775910 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2934,60,61440,8,0,7645,2
07/11-12:09:40.777608 ,1,408,5,"ICMP Echo Reply",ICMP,192.168.137.180,,192.168.137.170,,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x4A,,,,,,64,0,35652,60,61440,0,0,7645,1
07/11-12:09:40.778035 ,1,408,5,"ICMP Echo Reply",ICMP,192.168.137.180,,192.168.137.170,,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x4A,,,,,,64,0,35653,60,61440,0,0,7645,2
07/11-12:09:40.778825 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2935,60,61440,8,0,7645,3
07/11-12:09:40.778825 ,1,385,4,"ICMP traceroute",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2935,60,61440,8,0,7645,3
07/11-12:09:40.778825 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,1,0,2935,60,61440,8,0,7645,3
07/11-12:09:40.778982 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2936,60,61440,8,0,7645,4
07/11-12:09:40.778982 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2936,60,61440,8,0,7645,4
07/11-12:09:40.779254 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2937,60,61440,8,0,7645,5
07/11-12:09:40.779254 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2937,60,61440,8,0,7645,5
07/11-12:09:40.779352 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2938,60,61440,8,0,7645,6
07/11-12:09:40.779352 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,2,0,2938,60,61440,8,0,7645,6
07/11-12:09:40.779635 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,3,0,2939,60,61440,8,0,7645,7
07/11-12:09:40.779635 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,3,0,2939,60,61440,8,0,7645,7
07/11-12:09:40.779738 ,1,50002,0,"PACKET SENT",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,3,0,2940,60,61440,8,0,7645,8
07/11-12:09:40.779738 ,1,384,5,"ICMP PING",ICMP,192.168.137.170,,192.168.137.180,,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x4A,,,,,,3,0,2940,60,61440,8,0,7645,8
