07/11-10:25:30.488353 ,1,50007,0,"PACKET SENT",UDP,192.168.137.170,5559,192.168.137.1,53,00:24:2C:58:5B:F8,BC:C6:DB:0C:D2:32,0x58,,,,,,64,0,0,74,75776,,,,
07/11-10:25:30.498926 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,113,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,59,0,48024,44,45056,,,,
07/11-10:25:30.499024 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,1723,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,45,0,38034,44,45056,,,,
07/11-10:25:30.499072 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,53,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,54,0,57381,44,45056,,,,
07/11-10:25:30.499124 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,135,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,37,0,28160,44,45056,,,,
07/11-10:25:30.499177 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,199,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,43,0,49037,44,45056,,,,
07/11-10:25:30.499225 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,1025,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,58,0,35554,44,45056,,,,
07/11-10:25:30.499274 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,25,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,42,0,62144,44,45056,,,,
07/11-10:25:30.499324 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,554,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,51,0,42764,44,45056,,,,
07/11-10:25:30.499374 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,143,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,41,0,40699,44,45056,,,,
07/11-10:25:30.499374 ,1,50001,2,"TOO MUCH PING",TCP,192.168.137.170,50199,192.168.137.180,143,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,41,0,40699,44,45056,,,,
07/11-10:25:30.499421 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,80,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,58,0,43284,44,45056,,,,
07/11-10:25:30.511502 ,1,50001,2,"TOO MUCH PING",TCP,192.168.137.180,80,192.168.137.170,50199,2C:81:58:F5:37:8E,00:24:2C:58:5B:F8,0x3A,***A**S*,0xCF261776,0x5C85CFA,,0x3908,64,0,0,44,45056,,,,
07/11-10:25:30.511554 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,80,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x36,*****R**,0x5C85CFA,0x0,,0x0,64,0,0,40,40960,,,,
07/11-10:25:30.512851 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,1720,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,44,0,42923,44,45056,,,,
07/11-10:25:30.513680 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,8080,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,53,0,38722,44,45056,,,,
07/11-10:25:30.513772 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,445,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,41,0,17838,44,45056,,,,
07/11-10:25:30.513832 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,8888,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,53,0,21115,44,45056,,,,
07/11-10:25:30.513882 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,587,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,38,0,45704,44,45056,,,,
07/11-10:25:30.513930 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,3306,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,44,0,51256,44,45056,,,,
07/11-10:25:30.514034 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,993,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,43,0,42274,44,45056,,,,
07/11-10:25:30.514093 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,110,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,49,0,9340,44,45056,,,,
07/11-10:25:30.514144 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,23,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,53,0,16152,44,45056,,,,
07/11-10:25:30.514200 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,3389,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,50,0,47358,44,45056,,,,
07/11-10:25:30.514248 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,5900,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,41,0,18624,44,45056,,,,
07/11-10:25:30.514300 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,139,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,41,0,40756,44,45056,,,,
07/11-10:25:30.514350 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,22,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,50,0,57217,44,45056,,,,
07/11-10:25:30.514400 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,111,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,57,0,5761,44,45056,,,,
07/11-10:25:30.514457 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,443,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,39,0,12099,44,45056,,,,
07/11-10:25:30.514507 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,256,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,58,0,53949,44,45056,,,,
07/11-10:25:30.514556 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,21,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,55,0,33971,44,45056,,,,
07/11-10:25:30.514610 ,1,50007,0,"PACKET SENT",TCP,192.168.137.170,50199,192.168.137.180,995,00:24:2C:58:5B:F8,2C:81:58:F5:37:8E,0x3A,******S*,0x5C85CF9,0x0,,0x400,43,0,20567,44,45056,,,,
